x,y
"-61",33
"-55",31
"-28",60
55,63
"-58",54
35,21
"-63",27
"-26",24
"-63",29
"-37",22
1,8
55,25
"-63",25
63,59
40,24
"-52",45
"-58",30
35,60
"-15",20
"-4",34
59,30
0,78
"-57",46
"-37",61
"-35",20
63,60
11,18
61,49
41,60
4,30
"-56",33
"-54",64
"-62",32
63,57
2,29
2,-22
"-1",-12
"-3",-9
"-56",44
31,62
45,20
"-5",63
38,59
3,-32
57,59
2,32
2,54
"-8",12
44,24
"-53",60
"-41",23
25,61
66,57
4,45
37,62
"-7",23
10,18
0,1
"-32",62
37,62
61,29
0,-25
59,62
"-38",19
"-1",57
38,20
1,10
6,-28
"-2",-44
58,65
62,36
17,64
"-56",44
"-55",44
58,18
1,79
16,17
"-58",56
2,30
41,21
