x,y
"-19",54
"-29",33
16,37
17,58
6,57
1,30
"-22",55
27,25
30,32
"-20",20
"-21",22
1,20
21,60
1,19
1,57
12,54
11,53
16,17
"-34",36
31,31
37,34
3,54
20,14
0,32
"-36",43
"-18",56
5,45
"-25",31
"-11",34
31,53
"-19",59
20,34
"-5",44
"-11",12
13,37
"-6",46
15,58
"-5",46
"-22",27
8,44
"-21",27
"-14",52
20,35
"-8",13
4,5
1,40
36,45
"-19",32
"-25",57
35,37
2,13
"-19",31
17,38
23,61
"-18",56
12,12
"-11",18
"-23",30
6,14
"-38",41
"-15",37
"-24",54
34,47
4,16
1,3
"-6",47
"-18",57
8,55
"-37",36
2,55
1,54
4,5
"-1",42
29,52
18,34
37,46
6,4
"-4",49
19,59
19,33
20,31
"-16",18
12,57
"-34",38
4,7
24,61
42,41
"-1",30
"-2",42
0,14
"-34",47
42,41
"-1",12
"-19",19
26,37
"-17",20
27,57
"-15",55
"-1",44
20,33
1,30
14,37
7,55
"-2",58
4,40
32,50
"-22",29
"-19",57
19,58
"-10",39
28,30
"-14",56
"-38",41
18,41
"-1",52
2,13
11,42
2,1
0,57
26,25
3,34
10,59
0,37
"-33",41
"-22",25
0,6
"-33",43
"-14",35
26,57
15,11
16,37
4,42
"-18",30
1,45
1,7
"-17",21
"-6",49
"-4",50
32,27
6,56
13,10
22,19
"-24",26
7,56
"-1",56
0,7
"-11",35
"-12",16
18,31
15,18
27,23
0,46
"-30",47
6,45
2,20
23,60
13,10
18,21
"-4",55
"-27",33
"-1",5
"-11",38
2,45
3,6
3,13
"-7",14
"-23",29
44,43
0,60
"-22",28
10,58
41,43
0,29
"-8",43
9,56
"-7",42
2,27
"-24",29
21,32
"-13",37
30,53
1,38
39,46
28,56
4,0
"-23",26
0,42
"-7",55
28,29
"-29",31
16,36
27,26
23,23
18,58
1,57
"-31",31
7,11
"-23",26
19,36
12,45
"-2",12
35,44
21,22
"-14",35
15,37
"-34",36
25,29
"-29",47
"-13",55
25,55
25,27
"-1",41
1,4
"-1",56
29,57
6,30
"-23",53
22,16
27,26
20,26
"-1",6
45,43
"-1",46
"-8",42
"-1",51
5,52
3,24
"-15",35
15,56
"-6",51
"-24",26
7,59
30,28
"-8",54
21,23
14,41
17,17
2,8
"-16",55
"-1",1
"-4",7
11,42
"-37",38
36,45
42,41
"-20",53
"-22",28
"-5",44
6,55
"-22",54
33,31
"-20",22
"-8",55
4,40
"-30",30
1,40
"-31",51
"-26",22
"-39",41
"-35",36
24,28
2,8
0,10
"-9",42
7,45
"-30",30
"-14",38
2,15
"-8",41
"-15",55
35,48
26,27
"-40",40
"-9",17
15,53
"-18",54
3,40
"-14",55
1,7
44,40
1,10
"-30",45
"-23",26
"-1",15
35,47
"-9",42
0,47
"-2",59
"-3",55
3,58
11,42
"-22",60
"-3",7
8,56
30,53
25,24
"-29",30
3,13
20,32
"-11",57
"-29",49
"-2",47
33,51
12,11
"-21",58
2,5
0,8
"-12",36
"-8",13
28,51
"-31",47
0,41
21,31
15,53
6,6
"-17",31
"-9",15
2,10
6,3
"-2",58
27,54
38,34
"-18",23
"-11",55
"-13",36
"-6",13
2,16
9,47
24,55
"-5",41
"-24",29
10,45
0,9
25,28
"-34",37
"-1",0
"-14",23
1,46
"-23",25
7,10
"-11",15
14,36
34,37
"-35",37
25,59
"-20",22
29,32
"-30",52
"-4",5
17,37
2,32
"-38",38
26,56
0,37
23,61
0,12
"-1",3
0,48
1,14
"-1",7
28,25
"-10",54
"-37",40
"-25",25
"-35",45
21,22
12,41
2,14
0,15
"-16",32
0,53
"-7",50
"-2",50
1,49
11,54
8,9
29,56
2,23
"-12",12
4,32
6,58
1,20
20,29
5,42
1,57
12,57
"-16",21
21,58
23,30
24,33
2,32
"-10",9
"-10",18
"-19",31
2,40
37,46
21,21
30,55
"-2",55
17,33
2,38
"-22",29
3,46
"-1",30
4,39
36,46
"-25",30
"-6",11
43,42
"-12",56
1,13
21,33
23,15
"-23",26
"-36",41
1,7
"-23",23
"-19",20
0,40
"-2",4
"-30",55
"-26",23
21,57
"-36",44
15,59
33,50
"-6",55
"-8",13
"-2",8
17,40
"-5",56
