x,y
"-39",-4
"-26",-38
14,30
32,-25
31,15
3,18
38,22
"-28",11
12,-49
"-6",-49
38,-8
"-33",-29
14,26
33,7
41,-14
27,10
"-16",-46
39,21
"-10",27
23,-34
"-9",23
13,-43
20,13
41,21
"-6",26
8,11
32,15
18,-1
"-4",27
11,7
43,2
10,31
"-17",-44
17,-2
34,17
"-30",-31
1,-49
"-2",28
"-42",-19
"-8",23
49,33
40,-4
"-23",15
"-10",23
37,7
35,3
26,-31
"-7",-46
41,27
33,18
19,6
"-34",-14
"-34",1
"-26",18
"-6",-48
"-8",-53
"-18",-43
20,-39
49,30
"-25",12
35,5
32,-28
19,9
46,22
37,6
1,17
9,-50
34,-29
33,19
21,29
"-39",-2
17,25
"-26",-32
41,3
"-12",-50
16,27
8,10
18,-2
38,22
0,29
"-39",-1
"-7",23
45,27
28,15
0,-50
42,-19
"-38",3
"-29",-33
